sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:unit,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer;;;;;
NPU03695,Urine in Patient volume,609462,,millilitre,0.57,APPROVED,EQUAL,Tomer Sagi,1727447605326,3036603,Volume of Urine,Measurement,MAPS_TO,,Tomer Sagi,1727447271614,;;;;;
NPU28820,Carbon dioxide in Plasma central venous blood gas tension,117492,,kilopascal,0.58,APPROVED,EQUAL,Tomer Sagi,1727447734865,1616989,Carbon dioxide [Partial pressure] in Central venous blood,Measurement,MAPS_TO,,<auto>,1727445380142,;;;;;
NPU17139,Carbon dioxide in Plasma cord Blood; arterial Blood gas tension,173797,,kilopascal,0.54,APPROVED,EQUAL,Tomer Sagi,1727447742099,3003932,Carbon dioxide [Partial pressure] in Arterial cord blood,Measurement,MAPS_TO,,<auto>,1727445381069,;;;;
NPU18325,Lactate in Blood substance concentration,512253,,millimole per litre,0.42,APPROVED,EQUAL,Tomer Sagi,1727511763015,3047181,Lactate [Moles/volume] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727511762204,;;;;;
NPU10007,Antithrombin in Plasma arbitrary substance concentration,163936,,10Â³ international unit per litre,0.43,APPROVED,EQUAL,Tomer Sagi,1727535655395,3018676,Antithrombin [Units/volume] in Platelet poor plasma by Chromogenic method,Measurement,MAPS_TO,,Tomer Sagi,1727535654005,;;;;;
NPU17597,Naked nuclei in Blood number concentration,179373,,10<sup>9</sup> per litre,0.29,APPROVED,EQUAL,Tomer Sagi,1727512214114,3031042,Nucleated cells [#/volume] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727512212692,;;;;;
NPU28386,Chromodomain-helicase-DNA-binding protein 4 antibody in Plasma arbitrary substance concentration,113998,,(procedure defined unit),0.48,APPROVED,EQUAL,Tomer Sagi,1730013160816,3013637,Mi-2 Ab [Presence] in Serum,Measurement,MAPS_TO,According to https://www.analysefortegnelsen.dk/AnalyselisteZoom.asp?Id=NPU28386 this is Mi-2 Ab,Tomer Sagi,1730013092512,;;;;;
NPU26810,25-Hydroxyergocalciferol in Plasma substance concentration,2531611,,nanomole per litre,0.37,APPROVED,EQUAL,Tomer Sagi,1727512914074,3024390,25-hydroxyvitamin D3 [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445501001,;;;;;
NPU03946,Mononucleosis reaction in Plasma arbitrary concentration,82398,,,0.32,APPROVED,EQUAL,Tomer Sagi,1729969755992,3033533,Heterophile Ab [Presence] in Serum,Measurement,MAPS_TO,positive  / negative by https://synlabsedev.hci.fi/provtagningsanvisningar/Mononukleos-snabbtest-S-,Tomer Sagi,1729969741491,;;;;;
NPU02344,Human hepatitis A virus antibody in Plasma arbitrary concentration,75808,,,0.35,APPROVED,EQUAL,Tomer Sagi,1729970095835,3016650,Hepatitis A virus Ab [Presence] in Serum,Measurement,MAPS_TO,pos/neg by https://www.ssi.dk/produkter-og-ydelser/diagnostik/diagnostiskhaandbog/h/207,Tomer Sagi,1727513248378,;;;;;
NPU01341,Bacterium; nitrite producing in Urine number concentration,61609,,10<sup>9</sup> per litre,0.26,APPROVED,INEXACT,Tomer Sagi,1730061533269,3031040,Bacteria [#/volume] in Urine by Automated count,Measurement,MAPS_TO,No procedure description found. Assuming abacterial count. ,Tomer Sagi,1727514279580,;;;;
NPU19608,Immunoglobulin kappa-Chains(free)/Immunoglobulin lambda-Chains(free) in Plasma mass ratio,480992,,,0.34,APPROVED,EQUAL,Tomer Sagi,1727514475470,3017855,Kappa light chains/Lambda light chains [Mass Ratio] in Serum by Immunoassay,Measurement,MAPS_TO,,<auto>,1727445503284,;;;;;
NPU20197,Erythrocytes in Urine number concentration,176100,,10<sup>6</sup> per litre,0.60,APPROVED,EQUAL,Tomer Sagi,1727514485996,3002582,Erythrocytes [#/volume] in Urine,Measurement,MAPS_TO,,Tomer Sagi,1727514484816,;;;;;
NPU04084,Coagulation; tissue factor-induced in Plasma relative time,162378,,,0.36,APPROVED,EQUAL,Tomer Sagi,1727514724058,3033658,Prothrombin time (PT) actual/Normal,Measurement,MAPS_TO,,Tomer Sagi,1727514722232,;;;;
NPU19916,Thyroglobulin in Plasma mass concentration,81804,,microgram per litre,0.55,APPROVED,EQUAL,Tomer Sagi,1727514748404,3036535,Thyroglobulin [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727514747429,;;;;;
NPU28388,rRNA 2'-O-methyltransferase fibrillarin antibody in Plasma arbitrary substance concentration,113610,,(procedure defined unit),0.27,APPROVED,EQUAL,Tomer Sagi,1727963204772,42529530,Fibrillarin Ab [Units/volume] in Serum by Line blot,Measurement,MAPS_TO,kU/L by https://www.bohlab.dk/gamma/index.php/npu28388,Tomer Sagi,1727514888408,;;;;;
NPU08896,Glucose in Plasma substance concentration,75592,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727514917071,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445510077,;;;;;
NPU19654,Aspartate transaminase in Plasma catalytic-activity concentration,2493420,,Unit per litre,0.37,APPROVED,EQUAL,Tomer Sagi,1727515026361,3013721,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727514967948,;;;;;
NPU21576,Procalcitonin in Plasma mass concentration,480326,,microgram per litre,0.48,APPROVED,EQUAL,Tomer Sagi,1727515033055,3046279,Procalcitonin [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445510682,;;;;;
"NPU26775,Human hepatitis A virus antibody in Plasma arbitrary concentration,61542,,,0.35,APPROVED,EQUAL,Tomer Sagi,1729688869630,3028662,Hepatitis A virus Ab [Units/volume] in Serum or Plasma by Immunoassay,Measurement,MAPS_TO,""checked. The units is an arbitrary concentration,  means the result is expressed without a defined quantitative unit like mass or volume, but rather as a qualitative or semi-quantitative result based on a scale or threshold :https://lmv.regionsjaelland.dk/KB/dokument.asp?DokID=321450"",Tomer Sagi,1727515105028,";;;;;
NPU02194,Glucose in Urine substance concentration,175051,,millimole per litre,0.42,APPROVED,EQUAL,Tomer Sagi,1727515119546,3005570,Glucose [Moles/volume] in Urine,Measurement,MAPS_TO,,<auto>,1727445511355,;;;;;
NPU19692,Alpha-1-antitrypsin in Plasma mass concentration,161834,,gram per litre,0.68,APPROVED,EQUAL,Tomer Sagi,1727515152120,3026285,Alpha 1 antitrypsin [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727515149908,;;;;;
NPU19893,Procollagen Type I N-Terminal Peptide in Plasma mass concentration,81657,,microgram per litre,0.52,APPROVED,EQUAL,Tomer Sagi,1727515163803,46236075,Procollagen type I.N-terminal propeptide [Mass/volume] in Serum or Plasma by Immunoassay,Measurement,MAPS_TO,,<auto>,1727445513720,;;;;;
NPU19680,Albumin in Patient Urine mass rate,75569,,milligram per day,0.51,APPROVED,EQUAL,Tomer Sagi,1727515238722,3027035,Albumin [Mass/time] in 24 hour Urine,Measurement,MAPS_TO,,Tomer Sagi,1727515237844,;;;;;
NPU01536,Chloride in Plasma substance concentration,2483332,,millimole per litre,0.43,APPROVED,EQUAL,Tomer Sagi,1727515261617,3014576,Chloride [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727515260392,;;;;;
NPU19912,Tacrolimus in Blood mass concentration,425434,,microgram per litre,0.55,APPROVED,EQUAL,Tomer Sagi,1727515306212,3026250,Tacrolimus [Mass/volume] in Blood,Measurement,MAPS_TO,,<auto>,1727445516531,;;;;;
NPU23869,Ethanol in Plasma mass concentration,174703,,gram per litre,0.37,APPROVED,EQUAL,Tomer Sagi,1727515327570,3012920,Ethanol [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727515326987,;;;;;
NPU28387,Exosome component 10 antibody in Plasma arbitrary substance concentration,113588,,(procedure defined unit),0.36,APPROVED,EQUAL,Tomer Sagi,1730006736514,3002414,Neurokinin A [Units/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445518816,;;;;;
NPU22114,Glucose in Plasma capillary Blood substance concentration,147348,,millimole per litre,0.48,APPROVED,EQUAL,Tomer Sagi,1727516772628,3040151,Glucose [Moles/volume] in Capillary blood,Measurement,MAPS_TO,,Tomer Sagi,1727516760009,;;;;;
NPU21579,Prostate-specific antigen in Plasma mass concentration,61369,,microgram per litre,0.41,APPROVED,EQUAL,Tomer Sagi,1727516782242,3013603,Prostate specific Ag [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445521351,;;;;;
NPU08902,Glucose in Plasma substance concentration,81282,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727516791452,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445522231,;;;;;
NPU18893,Testosterone/Sexual-hormone-binding-globulin in Plasma substance ratio,72626,,,0.33,APPROVED,EQUAL,Tomer Sagi,1730008741007,3001556,Androgen free Index in Serum or Plasma,Measurement,MAPS_TO,it's the free androgen index - https://labportal.rh.dk/LabPortal.asp?Mode=View&Id=7126 ,Tomer Sagi,1730008730816,;;;;;
NPU03987,Leukocytes in Urine arbitrary concentration,2461066,,,0.63,APPROVED,INEXACT,Tomer Sagi,1730007819129,3018095,Leukocytes [#/volume] in Urine,Measurement,MAPS_TO,an arbitrary unit - number of 0-5 is returned by https://www.analysefortegnelsen.dk/AnalyselisteZoom.asp?Id=NPU03987 converted to U/L by table in procedure. See unit mapping. ,Tomer Sagi,1730007796248,;;;;;
NPU20198,Leukocytes in Urine number concentration,173962,,10<sup>6</sup> per litre,0.63,APPROVED,EQUAL,Tomer Sagi,1727517319656,3018095,Leukocytes [#/volume] in Urine,Measurement,MAPS_TO,,Tomer Sagi,1727517314833,;;;;;
NPU27315,Inhalation antigen antibody in Plasma arbitrary substance concentration,419613,,10Â³ international unit per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727517455570,3002670,Multiple inhalant allergen IgE Ab [Units/volume] in Serum,Measurement,MAPS_TO,,Tomer Sagi,1727517391351,;;;;;
NPU16415,Phospholipid antibody in Plasma arbitrary substance concentration,111677,,(procedure defined unit),0.38,APPROVED,EQUAL,Tomer Sagi,1730013567178,3026501,Reagin Ab [Titer] in Serum by RPR,Measurement,MAPS_TO,equivalent to RPR by https://labportal.rh.dk/LabPortal.asp?Mode=View&Id=4903,Tomer Sagi,1730013485554,;;;;;
NPU19926,Tryptase in Plasma mass concentration,81259,,microgram per litre,0.36,APPROVED,EQUAL,Tomer Sagi,1727517520488,3019420,Tryptase [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727517519026,;;;;;
NPU18412,Cholesterol+ester in Plasma fasting Patient substance concentration,146845,,millimole per litre,0.38,APPROVED,INEXACT,Tomer Sagi,1730042823973,3019900,Cholesterol [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,None specific for fasting,Tomer Sagi,1730042817973,;;;;;
NPU17194,Bilirubin in Plasma substance concentration,225427,,micromole per litre,0.41,APPROVED,EQUAL,Tomer Sagi,1727517937230,3006140,Bilirubin.total [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445532469,;;;;;
NPU10607,Bile Acids and Salts in Plasma fasting Patient substance concentration,61116,,micromole per litre,0.32,APPROVED,EQUAL,Tomer Sagi,1727517959741,3034274,Bile acid [Moles/volume] in Serum --fasting,Measurement,MAPS_TO,,Tomer Sagi,1727517958586,;;;;;
NPU08557,Glucose in Plasma substance concentration,72279,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727517990076,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445532920,;;;;;
NPU14379,Blood in Patient volume,81163,,millilitre,0.52,APPROVED,EQUAL,Tomer Sagi,1727518253228,3033607,Volume of Blood,Measurement,MAPS_TO,,Tomer Sagi,1727518249648,;;;;;
NPU21533,Glucose in Plasma arterial Blood substance concentration,5630585,,millimole per litre,0.41,APPROVED,EQUAL,Tomer Sagi,1727518265213,3044242,Glucose [Moles/volume] in Arterial blood,Measurement,MAPS_TO,,<auto>,1727445534333,;;;;;
NPU21790,T-lymphocytes in ,60737,,10<sup>-2</sup>,0.76,APPROVED,EQUAL,Tomer Sagi,1727519192018,3007449,CD3+CD8+ (T8 suppressor) cells/100 cells in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727519190568,;;;;;
NPU02043,Alpha-fetoprotein in Plasma arbitrary substance concentration,418204,,10Â³ international unit per litre,0.50,APPROVED,EQUAL,Tomer Sagi,1727519235800,3015916,Alpha-1-Fetoprotein [Units/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727519234524,;;;;;
NPU02497,Insulin in Plasma fasting Patient substance concentration,111210,,picomole per litre,0.35,APPROVED,EQUAL,Tomer Sagi,1727519433226,40762271,Insulin [Moles/volume] in Serum or Plasma --fasting,Measurement,MAPS_TO,,Tomer Sagi,1727519431050,;;;;;
NPU10157,Cholesterol+ester; in HDL in Plasma fasting Patient substance concentration,146359,,millimole per litre,0.35,APPROVED,INEXACT,Tomer Sagi,1730042494018,3023602,Cholesterol in HDL [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,no specific fasting condition,Tomer Sagi,1727519503699,;;;;
NPU10754,Oxyhaemoglobin in Haemoglobin Fe; total; capillary Blood substance fraction,225349,,,0.63,APPROVED,EQUAL,Tomer Sagi,1727519572972,3022806,Fractional oxyhemoglobin in Capillary blood,Measurement,MAPS_TO,,<auto>,1727445541202,;;;
NPU26878,Hydrogen ion in Plasma Foetus; capillary Blood pH,60180,,,0.49,APPROVED,EQUAL,Tomer Sagi,1730012675437,3030327,pH of Capillary blood from Fetus,Measurement,MAPS_TO,,Tomer Sagi,1727519600175,;;;;
NPU17053,Leukocytes in Blood number concentration,417728,,10<sup>9</sup> per litre,0.58,APPROVED,EQUAL,Tomer Sagi,1727519696285,3010813,Leukocytes [#/volume] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727519694903,;;;;;
NPU11123,Penicilloyl V antibody in Plasma arbitrary substance concentration,71893,,10Â³ international unit per litre,0.35,APPROVED,EQUAL,Tomer Sagi,1727519848424,3026029,Penicillin V IgE Ab [Units/volume] in Serum,Measurement,MAPS_TO,,Tomer Sagi,1727519769387,;;;;;
"NPU01472,Carbon dioxide in Plasma venous Blood substance concentration,5620690,,millimole per litre,0.53,APPROVED,EQUAL,Tomer Sagi,1727519881888,3010140,""Carbon dioxide, total [Moles/volume] in Venous blood"",Measurement,MAPS_TO,,Tomer Sagi,1727519881023,";;;;;
NPU02347,Hepatitis B virus e antibody in Plasma arbitrary concentration,93997,,,0.53,APPROVED,EQUAL,Tomer Sagi,1730012851052,3038398,Hepatitis B virus e Ab [Presence] in Body fluid,Measurement,MAPS_TO,verified qualitative by https://www.analysefortegnelsen.dk/AnalyselisteZoom.asp?Id=NPU02347,<auto>,1727445544116,;;;;;
NPU08547,Glucose in Plasma substance concentration,138328,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727520187389,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445544212,;;;;;
NPU03735,Valproate in Plasma substance concentration,145926,,micromole per litre,0.40,APPROVED,EQUAL,Tomer Sagi,1727520247134,3009466,Valproate [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727520246067,;;;;;
NPU10293,Cholesterol+ester/Cholesterol+ester; in HDL in Plasma fasting Patient substance ratio,225194,,,0.44,APPROVED,INEXACT,Tomer Sagi,1730042659915,3016087,Cholesterol.total/Cholesterol in HDL [Molar ratio] in Serum or Plasma,Measurement,MAPS_TO,No code specific for fasting,Tomer Sagi,1727520550476,;;;;
NPU02424,3-Hydroxybutyrate in Plasma substance concentration,69878,,millimole per litre,0.41,APPROVED,EQUAL,Tomer Sagi,1727520628526,42868350,3-Hydroxyisobutyrate [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727520623485,;;;;;
NPU02070,Folate in Plasma substance concentration,5531521,,nanomole per litre,0.43,APPROVED,EQUAL,Tomer Sagi,1727520646954,3021960,Folate [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727520644596,;;;;;
NPU19742,Complement C4 in Plasma mass concentration,93284,,gram per litre,0.61,APPROVED,EQUAL,Tomer Sagi,1727520680051,3017766,Complement C4 [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727520679236,;;;;;
NPU08550,Glucose in Plasma substance concentration,71383,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727520687508,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445551873,;;;;;
NPU12520,Base excess in Plasma capillary Blood substance concentration,135159,,millimole per litre,0.66,APPROVED,EQUAL,Tomer Sagi,1727520880038,3003129,Base excess in Capillary blood by calculation,Measurement,MAPS_TO,,<auto>,1727445552724,;;;;;
NPU21725,Pregnancy-associated plasma protein A in Plasma arbitrary substance concentration,416007,,international unit per litre,0.52,APPROVED,EQUAL,Tomer Sagi,1727520898393,3051741,Pregnancy associated plasma protein A [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445553399,;;;;;
NPU19894,Procollagen Type III N-Terminal Peptide in Plasma mass concentration,145353,,microgram per litre,0.54,APPROVED,EQUAL,Tomer Sagi,1727520912036,42869547,Procollagen type III.N-terminal propeptide [Mass/volume] in Serum,Measurement,MAPS_TO,,<auto>,1727445553942,;;;;;
NPU08566,Glucose in Plasma substance concentration,223360,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727520958091,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445555181,;;;;;
NPU20185,Hydrogen ion in Urine pH,143119,,,0.45,APPROVED,EQUAL,Tomer Sagi,1727520971856,3015736,pH of Urine,Measurement,MAPS_TO,,Tomer Sagi,1727520970750,;;;;;
NPU19655,Alkaline phosphatase in Plasma catalytic-activity concentration,5472644,,Unit per litre,0.47,APPROVED,EQUAL,Tomer Sagi,1727520985524,3035995,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445557777,;;;;;
NPU11122,Penicilloyl G antibody in Plasma arbitrary substance concentration,69740,,10Â³ international unit per litre,0.36,APPROVED,EQUAL,Tomer Sagi,1727521065839,3037297,Penicillin G IgE Ab [Units/volume] in Serum,Measurement,MAPS_TO,,Tomer Sagi,1727521011839,;;;;;
NPU21530,Glucose in Plasma venous Blood substance concentration,92916,,millimole per litre,0.42,APPROVED,EQUAL,Tomer Sagi,1727531662737,3016701,Glucose [Moles/volume] in Serum or Plasma --2 hours post dose glucose,Measurement,MAPS_TO,,Tomer Sagi,1727531660779,;;;;;
NPU08899,Glucose in Plasma substance concentration,70996,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727521093348,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445565830,;;;;;
NPU22084,Glucose in Plasma capillary Blood substance concentration,134140,,millimole per litre,0.48,APPROVED,EQUAL,Tomer Sagi,1727521107282,3040151,Glucose [Moles/volume] in Capillary blood,Measurement,MAPS_TO,,Tomer Sagi,1727521105710,;;;;;
NPU57691,Inhalation antigen antibody in Plasma arbitrary substance concentration,412646,,(procedure defined unit),0.39,APPROVED,EQUAL,Tomer Sagi,1729667227280,4133392,Inhaled allergen mix specific IgE antibody measurement,Measurement,MAPS_TO,Checked in PDU,Tomer Sagi,1729667208751,;;;;;
NPU17167,Protein in Urine mass concentration,142462,,gram per litre,0.47,APPROVED,EQUAL,Tomer Sagi,1727963071688,3037121,Protein [Mass/volume] in Urine,Measurement,MAPS_TO,,Tomer Sagi,1727963065219,;;;;;
NPU26796,Thrombocytes in Thrombocytes Blood number fraction,69483,,,0.49,APPROVED,EQUAL,Tomer Sagi,1727521347982,42869450,Platelets reticulated/100 platelets in Blood by Automated count,Measurement,MAPS_TO,,Tomer Sagi,1727521346056,;;;;;
NPU26644,Major centromere autoantigen B antibody in Plasma arbitrary substance concentration,222424,,(procedure defined unit),0.42,APPROVED,EQUAL,Tomer Sagi,1729751228234,3039162,Centromere protein B Ab [Units/volume] in Serum,Measurement,MAPS_TO,PDU: https://www.gentoftehospital.dk/afdelinger-og-klinikker/klinisk-biokemisk-afdeling/metodeblade/M/Major%20centromere%20B-IgG%20(Plasma).pdf,Tomer Sagi,1727522059133,;;;;;
NPU19741,Complement C3c in Plasma mass concentration,92520,,gram per litre,0.68,APPROVED,EQUAL,Tomer Sagi,1727522152545,3000581,Complement C3c [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445575808,;;;;;
"NPU08957,Cannabinoid in Urine arbitrary concentration,132731,,,0.54,APPROVED,EQUAL,Tomer Sagi,1729584684057,3012131,Cannabinoids [Mass/volume] in Urine by Confirmatory method,Measurement,MAPS_TO,""Blood THC levels typically peak quickly after smoking cannabis, reaching upward of 100 nanograms per milliliter of blood within 15 minutes of smoking it. https://www.nbcnews.com/health/health-news/arbitrary-cutoffs-thc-levels-make-difficult-measure-impaired-driving-rcna11654"",Tomer Sagi,1729584131848,";;;;;
NPU08560,Glucose in Plasma substance concentration,70932,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727522172793,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445578837,;;;;;
NPU13157,Horse dander antibody in Plasma arbitrary substance concentration,141132,,(procedure defined unit),0.39,APPROVED,EQUAL,Tomer Sagi,1730013774067,3010726,Horse dander IgE Ab [Units/volume] in Serum,Measurement,MAPS_TO,kiU/L by https://www.analysefortegnelsen.dk/AnalyselisteZoom.asp?Id=NPU13157,Tomer Sagi,1727522190008,;;;;;
NPU01435,Calcifediol in Plasma substance concentration,4721268,,nanomole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727522433677,40771025,25-Hydroxyvitamin D3+25-Hydroxyvitamin D2 [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727522432607,;;;;;
NPU03611,Treponema pallidum antibody in Plasma arbitrary concentration,409727,,,0.50,APPROVED,EQUAL,Tomer Sagi,1727977741101,3019832,Treponema pallidum Ab [Presence] in Serum,Measurement,MAPS_TO,,<auto>,1727445589093,;;;;;
NPU10030,Carbon dioxide in Plasma cord Blood gas tension,92094,,kilopascal,0.51,APPROVED,EQUAL,Tomer Sagi,1727522466154,3011972,Carbon dioxide [Partial pressure] in Cord blood,Measurement,MAPS_TO,,<auto>,1727445590841,;;;;;
NPU57688,Food allergen antibody in Plasma arbitrary substance concentration,132119,,(procedure defined unit),0.38,APPROVED,EQUAL,Tomer Sagi,1729670650472,3013236,Food Allergen Mix 5 (Peanut+Cow milk+Egg white+Cod+Soybean+Wheat) IgE Ab RAST class [Presence] in Serum by Multidisk,Measurement,MAPS_TO,Checked the PDU forLabTerm it's food groups (f1;2;3;4;13;14),Tomer Sagi,1729670457712,
NPU14127,Nucleus antibody in Plasma arbitrary substance concentration,69281,,(procedure defined unit),0.38,APPROVED,INEXACT,Tomer Sagi,1730032262666,3037522,Nuclear Ab [Titer] in Serum,Measurement,MAPS_TO,Code retired. Seems to by presence. ,Tomer Sagi,1727527989567,;;;;;
NPU28638,Immunoglobulin G in Plasma mass concentration,139777,,gram per litre,0.44,APPROVED,EQUAL,Tomer Sagi,1727528064541,3047185,IgG [Mass/volume] in Urine,Measurement,MAPS_TO,,<auto>,1727445594407,;;;;;
NPU12502,Oxygen in Plasma cord Blood gas tension,92019,,kilopascal,0.62,APPROVED,EQUAL,Tomer Sagi,1727528097899,3028646,Oxygen [Partial pressure] in Cord blood,Measurement,MAPS_TO,,Tomer Sagi,1727528095810,;;;;;
NPU26642,Histidine--tRNA ligase antibody in Plasma arbitrary substance concentration,220668,,(procedure defined unit),0.31,APPROVED,EQUAL,Tomer Sagi,1729752643971,3017916,Jo-1 extractable nuclear Ab [Titer] in Serum,Measurement,MAPS_TO,PDU: https://www.gentoftehospital.dk/afdelinger-og-klinikker/klinisk-biokemisk-afdeling/metodeblade/H/Histidin-tRNA-ligase%20%5BJo1%5D-IgG%20(Plasma).pdf,Tomer Sagi,1727528221158,;;;;;
NPU03620,Triglyceride in Plasma fasting Patient substance concentration,4704551,,millimole per litre,0.40,APPROVED,EQUAL,Tomer Sagi,1727978562174,3048773,Triglyceride [Moles/volume] in Serum or Plasma --fasting,Measurement,MAPS_TO,,Tomer Sagi,1727528288874,;;;;;
NPU02482,Immunoglobulin E in Plasma arbitrary substance concentration,399494,,10Â³ international unit per litre,0.48,APPROVED,EQUAL,Tomer Sagi,1727529241256,3005322,IgE [Units/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727529237811,;;;;;
NPU18004,C-peptide in Plasma substance concentration,130081,,picomole per litre,0.35,APPROVED,EQUAL,Tomer Sagi,1727529262078,3027923,C peptide [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727529259951,;;;;;
NPU02594,Leukocytes in Cerebrospinal fluid number concentration,158354,,10<sup>6</sup> per litre,0.65,APPROVED,EQUAL,Tomer Sagi,1727529339877,3016543,Leukocytes [#/volume] in Cerebral spinal fluid,Measurement,MAPS_TO,,Tomer Sagi,1727529338185,;;;;;
NPU21567,Follitropin in Plasma arbitrary substance concentration,68853,,international unit per litre,0.42,APPROVED,EQUAL,Tomer Sagi,1727529367603,3023323,Follitropin [Units/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727529365332,;;;;;
"NPU19568,Helicobacter pylori in Gastric Mucosa arbitrary concentration,219589,,,0.51,APPROVED,EQUAL,Tomer Sagi,1729850752118,3047331,Helicobacter pylori [Presence] in Gastric fluid by Organism specific culture,Measurement,MAPS_TO,""checked units - acid secretion is quantified by rate, typically measured in micromoles per minute. : https://www.ncbi.nlm.nih.gov/books/NBK2446/"",Tomer Sagi,1727529670664,";;;;;
NPU04191,Iron in Transferrin Iron binding sites; Plasma substance fraction,4676299,,,0.41,APPROVED,EQUAL,Tomer Sagi,1727529747181,3009814,Iron saturation [Molar fraction] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445607949,;;;;
NPU03455,Spermatozoa in Semen number concentration,68852,,10<sup>9</sup> per litre,0.59,APPROVED,EQUAL,Tomer Sagi,1727529876464,3000606,Spermatozoa [#/volume] in Semen,Measurement,MAPS_TO,,Tomer Sagi,1727529873980,;;;;;
NPU28944,Lactate in Plasma cord Blood; venous Blood substance concentration,70244,,millimole per litre,0.43,APPROVED,WIDER,Tomer Sagi,1727943033207,40759053,Lactate [Moles/volume] in Cord blood,Measurement,MAPS_TO,not specifically venous or Plasma. ,Tomer Sagi,1727529926335,;;;;
NPU08753,Deoxyhaemoglobin in Haemoglobin total; arterial Blood substance fraction,398607,,,0.64,APPROVED,EQUAL,Tomer Sagi,1727530050737,3004839,Deoxyhemoglobin/Hemoglobin.total in Arterial blood,Measurement,MAPS_TO,,Tomer Sagi,1727530047937,;;;;
NPU13078,Dermatophagoides farinae antibody in Plasma arbitrary substance concentration,91707,,(procedure defined unit),0.37,APPROVED,INEXACT,Tomer Sagi,1730032502765,3036780,American house dust mite IgE Ab [Units/volume] in Serum,Measurement,MAPS_TO,kU/L by https://www.analysefortegnelsen.dk/AnalyselisteZoom.asp?Id=NPU13078,Tomer Sagi,1727530424407,;;;;;
