afd,code,from,updated,to,location_id,location_verification,name,speciale1,speciale2,speciale4,speciale4,sks,,valid
sgh,1513,01-01-1983,29-10-2004,31-10-2004,84,Region Hovedstaden,"Glostrup, J.F.Kennedy Instituttet",420,3,,,SKS,,3
sgh,1514,01-04-1976,01-04-1976,31-12-1985,84,Region Hovedstaden,"GENTOFTE, OVERFØRSTERGÅRDEN",133,2,,,,,
sgh,1514,01-01-2003,17-11-2008,30-11-2008,84,Region Hovedstaden,KISØ (Kennedy Instituttet - Statens Øjenklinik),420,3,,,SKS,,3
sgh,1514,01-12-2008,12-07-2013,31-07-2013,84,Region Hovedstaden,Kennedy Centret,141,3,,,SKS,,3
sgh,1515,01-04-1976,06-05-1998,31-05-1998,84,Region Hovedstaden,TÅSTRUP KURHJEM,124,2,,,SKS,,3
sgh,1516,01-04-1976,01-04-1976,31-12-1977,84,Region Hovedstaden,"HERLEV, KØBENHAVNS AMTS SYGEHU",102,1,,,,,
sgh,1516,01-01-1978,20-02-2007,31-01-2007,84,Region Hovedstaden,Kbh. Amts Sygehus i Herlev,101,1,,,SKS,,3
sgh,1516,01-02-2007,09-04-2015,08-05-2015,84,Region Hovedstaden,Herlev Hospital,101,1,,,SKS,,3
sgh,1516,09-05-2015,09-04-2015,01-01-2500,84,Region Hovedstaden,Herlev og Gentofte Hospital,101,1,,,SKS,,1
sgh,1517,01-11-2004,26-03-2015,02-04-2015,84,Region Hovedstaden,Center for Rygkirurgi A/S,161,2,,,SKS,,3
sgh,1517,03-04-2015,23-06-2017,30-06-2017,84,Region Hovedstaden,CFR hospitaler A/S,161,2,,,SKS,,3
sgh,1517,01-07-2017,22-03-2023,31-03-2023,84,Region Hovedstaden,Capio CFR A/S,161,2,,,SKS,,3
sgh,1517,01-04-2023,22-03-2023,01-01-2500,84,Region Hovedstaden,Capio A/S,161,2,,,SKS,,1
sgh,1518,01-01-1982,01-01-1982,31-12-1993,84,Region Hovedstaden,"SKODSBORG, BADESANATORIUM",139,2,,,,,
sgh,1519,01-01-1994,01-01-1994,15-08-1996,84,Region Hovedstaden,COPENHAGEN HEART CENTER,131,2,,,,,
sgh,1520,11-10-1995,21-05-2008,31-05-2008,84,Region Hovedstaden,Gildhøj Speciallægeklinik,161,2,,,SKS,,3
sgh,1520,01-06-2008,21-05-2008,01-01-2500,84,Region Hovedstaden,Gildhøj Privathospital,161,2,,,SKS,,1
sgh,1521,12-10-1995,11-07-2011,19-07-2011,84,Region Hovedstaden,Søllerød Privathospital,161,2,,,SKS,,3
sgh,1522,12-10-1995,18-10-2011,26-10-2011,84,Region Hovedstaden,Erichsens Privathospital A/S,161,2,,,SKS,,3
sgh,1523,12-10-1995,17-10-2005,01-01-2500,84,Region Hovedstaden,Privathospitalet Danmark,161,2,,,SKS,,3
sgh,1524,10-10-1995,18-02-2009,28-02-2009,84,Region Hovedstaden,"Polio-, Trafik-og Ulykkessk.amb",139,2,,,SKS,,3
sgh,1524,01-03-2009,21-09-2011,28-09-2011,84,Region Hovedstaden,"Polio-, Trafik-og Ulykkessk.amb",161,2,,,SKS,,3
sgh,1524,29-09-2011,13-10-2011,20-10-2011,84,Region Hovedstaden,PTU' s Rehabiliteringscenter,161,2,,,SKS,,3
sgh,1524,21-10-2011,06-04-2017,24-04-2017,84,Region Hovedstaden,PTU's Rehabiliteringscenter Rødovre,161,2,,,SKS,,3
sgh,1524,25-04-2017,06-04-2017,01-01-2500,84,Region Hovedstaden,Specialhospitalet for Polio- og Ulykkespatienter,161,2,,,SKS,,1
sgh,1525,01-07-1999,17-10-2005,01-01-2500,84,Region Hovedstaden,"Sankt Lukas Stiftelsen, Dr. Alexandrines hus",170,2,,,SKS,,3
sgh,1526,01-07-2000,21-04-2016,30-04-2016,84,Region Hovedstaden,Skodsborg Lægecenter A/S,161,2,,,SKS,,3
sgh,1527,01-01-2002,14-02-2020,22-02-2020,84,Region Hovedstaden,Copenhagen Eye Clinic,161,2,,,SKS,,3
sgh,1528,01-01-2002,17-12-2007,31-12-2007,84,Region Hovedstaden,Øre-Staden,161,2,,,SKS,,3
sgh,1528,01-01-2008,12-02-2020,20-02-2020,84,Region Hovedstaden,Herlev Privathospital,161,2,,,SKS,,3
sgh,1529,01-01-2002,09-07-2020,16-07-2020,84,Region Hovedstaden,"Kysthospitalet, Skodsborg",161,2,,,SKS,,3
sgh,1529,17-07-2020,03-05-2024,11-05-2024,84,Region Hovedstaden,Adeas Skodsborg,161,2,,,SKS,,3
sgh,1530,01-01-2002,31-01-2005,31-01-2005,84,Region Hovedstaden,Strandvejsklinikken,161,2,,,SKS,,3
sgh,1531,01-01-2002,18-12-2008,01-01-2500,84,Region Hovedstaden,Øjenhospitalet Danmark ApS,161,2,,,SKS,,3
sgh,1532,01-01-2002,16-03-2016,31-03-2016,84,Region Hovedstaden,Hellerup Øjenklinik,161,2,,,SKS,,3
sgh,1533,01-01-2002,25-08-2017,01-09-2017,84,Region Hovedstaden,Speciallæge i hudsygdomme Jørgen Esmann,161,2,,,SKS,,3
sgh,1533,02-09-2017,25-08-2017,01-01-2500,84,Region Hovedstaden,Dr. Esmanns Klinik,161,2,,,SKS,,1
sgh,1534,01-01-2002,10-07-2015,19-07-2015,84,Region Hovedstaden,Øjenkirurgisk Center,161,2,,,SKS,,3
sgh,1535,01-01-2002,25-08-2004,31-08-2004,84,Region Hovedstaden,Øjenlæge Charlotte Lund-Andersen,161,2,,,SKS,,3
sgh,1536,01-01-2002,28-11-2002,01-01-2500,84,Region Hovedstaden,Struckmanns Klinik,161,2,,,SKS,,1
sgh,1537,01-01-2002,07-04-2017,30-04-2017,84,Region Hovedstaden,Øreklinikken i Bagsværd,161,2,,,SKS,,3
sgh,1538,01-01-2002,21-03-2007,31-03-2007,84,Region Hovedstaden,Sportsklinikken,161,2,,,SKS,,3
sgh,1538,01-04-2007,23-11-2015,01-12-2015,84,Region Hovedstaden,Københavns Privathospital A/S,161,2,,,SKS,,3
sgh,1539,01-01-2002,29-09-2011,07-10-2011,84,Region Hovedstaden,Skodsborg Røntgen og Ultralyd,161,2,,,SKS,,3
sgh,1540,01-01-2003,28-01-2003,01-01-2500,84,Region Hovedstaden,Kirurgisk Urologisk Klinik,161,2,,,SKS,,1
sgh,1541,01-01-2003,24-10-2018,31-10-2018,84,Region Hovedstaden,Nygart Privathospital A/S,161,2,,,SKS,,3
sgh,1541,01-11-2018,24-10-2018,01-01-2500,84,Region Hovedstaden,AK Nygart A/S,161,2,,,SKS,,1
sgh,1542,01-01-2003,13-05-2011,21-05-2011,85,Region Sjælland,Absalon Privatklinik,161,2,,,SKS,,3
sgh,1543,01-01-2003,24-01-2018,01-02-2018,84,Region Hovedstaden,Øjenklinikken v. Allan Berger ApS,161,2,,,SKS,,3
sgh,1544,01-01-2003,04-02-2011,12-02-2011,84,Region Hovedstaden,Øjenlæge Jens Taarnhøj,161,2,,,SKS,,3
sgh,1545,01-01-2003,27-04-2015,04-05-2015,84,Region Hovedstaden,Øjenlæge Johnny Johansen,161,2,,,SKS,,3
sgh,1545,05-05-2015,27-04-2015,01-01-2500,84,Region Hovedstaden,Københavns Øjen og Skeleklinik v. Hesgaard & Johansen,161,2,,,SKS,,1
sgh,1546,01-01-2003,28-02-2003,01-01-2500,84,Region Hovedstaden,Klinik for seksuelle dysfunktioner,161,2,,,SKS,,1
sgh,1547,01-01-2003,18-02-2009,28-02-2009,82,Region Midtjylland,Klinik for mave- og tarmsygdomme,161,2,,,SKS,,3
sgh,1548,01-01-2003,28-08-2014,05-09-2014,84,Region Hovedstaden,Ballerup Privatklinik v. Niels Fisker og Alice Walsted,161,2,,,SKS,,3
sgh,1549,01-01-2003,25-07-2011,01-01-2500,84,Region Hovedstaden,"Charlottenlund Speciallægecenter, Allergi-og Lungeklinikken",161,2,,,SKS,,3
sgh,1550,01-01-2003,26-02-2020,05-03-2020,84,Region Hovedstaden,Københavns Søvn- og Snorkeklinik,161,2,,,SKS,,3
sgh,1551,01-01-2003,31-03-2003,01-01-2500,84,Region Hovedstaden,Øjenlæge Klaus Trier,161,2,,,SKS,,1
sgh,1552,01-01-2003,07-04-2017,30-04-2017,84,Region Hovedstaden,Holte plastikkirurgiske Klinik,161,2,,,SKS,,3
sgh,1553,01-01-2004,26-02-2020,05-03-2020,84,Region Hovedstaden,Ambulant Ortopædkirurgisk Klinik I/S,161,2,,,SKS,,3
sgh,1554,01-01-2004,24-08-2011,01-09-2011,84,Region Hovedstaden,Auriclinic,161,2,,,SKS,,3
sgh,1555,01-01-2004,15-12-2010,23-12-2010,84,Region Hovedstaden,Osteoporoseklinikken i Hellerup,161,2,,,SKS,,3
sgh,1556,01-01-2005,28-03-2011,01-01-2500,84,Region Hovedstaden,Nørmark Privathospital,161,2,,,SKS,,3
sgh,1557,01-01-2005,14-12-2005,01-01-2500,84,Region Hovedstaden,"Lukas Øjenhospital, Øjenlæge Jens Thygesen Hellerup",161,2,,,SKS,,3
sgh,1558,01-10-2005,30-08-2011,07-09-2011,84,Region Hovedstaden,Gentofte Fertilitetsklinik,161,2,,,SKS,,3
sgh,1559,01-01-2005,30-03-2011,07-04-2011,84,Region Hovedstaden,Brede Plastikkirurgi,161,2,,,SKS,,3
sgh,1560,01-01-2006,16-03-2016,31-03-2016,84,Region Hovedstaden,MR-CT Danmark ApS,161,2,,,SKS,,3
sgh,1561,01-09-2006,12-02-2020,20-02-2020,84,Region Hovedstaden,Herlev Privatklinik,161,2,,,SKS,,3
sgh,1562,01-11-2006,07-11-2011,15-11-2011,84,Region Hovedstaden,Den Internationale Ortopædkirurgiske Klinik,161,2,,,SKS,,3
sgh,1563,01-06-2006,12-02-2020,20-02-2020,84,Region Hovedstaden,Ingves Klinik,161,2,,,SKS,,3
sgh,1564,01-03-2007,24-08-2011,01-09-2011,84,Region Hovedstaden,"Allergi og Lungeklinikken, Hellerup",161,2,,,SKS,,3
sgh,1565,01-04-2007,19-04-2007,01-01-2500,84,Region Hovedstaden,Speciallæge Rolf Nielsen,161,2,,,SKS,,1
sgh,1566,01-04-2007,22-10-2009,30-11-2009,82,Region Midtjylland,Bekkevold Klinikken,161,2,,,SKS,,3
sgh,1567,01-01-2007,12-02-2020,20-02-2020,84,Region Hovedstaden,Glostrup Privathospital,161,2,,,SKS,,3
sgh,1568,01-06-2007,18-09-2007,01-01-2500,84,Region Hovedstaden,Reumatologisk og Idrætsmedicinsk Klinik ApS,161,2,,,SKS,,1
sgh,1569,01-02-2008,26-02-2020,05-03-2020,84,Region Hovedstaden,Amartro Privathospital og Idrætsklinik,161,2,,,SKS,,3
sgh,1570,01-02-2008,14-03-2008,01-01-2500,84,Region Hovedstaden,Øjenlægerne Glostrup Centrum,161,2,,,SKS,,1
sgh,1571,01-04-2008,17-09-2008,30-09-2008,84,Region Hovedstaden,Øjenklinikken i Hvidovre,161,2,,,SKS,,3
sgh,1571,01-10-2008,06-04-2017,30-04-2017,84,Region Hovedstaden,"Speciallægeklinikken Centralen, Roskildevej 296,2610 Rødovre",161,2,,,SKS,,3
sgh,1571,01-05-2017,06-04-2017,01-01-2500,84,Region Hovedstaden,Speciallægeklinikken Centralen,161,2,,,SKS,,1
sgh,1572,01-04-2008,12-01-2012,01-01-2500,84,Region Hovedstaden,Klinik f. Med. & Kirurg. Øjensygdomme v/Niels Vesti Nielsen,161,2,,,SKS,,3
sgh,1573,01-04-2008,12-01-2012,20-01-2012,84,Region Hovedstaden,Furesø Privathospital,161,2,,,SKS,,3
sgh,1574,01-06-2008,17-06-2008,01-01-2500,84,Region Hovedstaden,Arthro(Den reumatologiske klinik v.Pierre Schydlowsky),161,2,,,SKS,,1
sgh,1575,01-01-2007,20-08-2008,01-01-2500,84,Region Hovedstaden,Hudklinikken i Kastrup,161,2,,,SKS,,1
sgh,1576,01-01-2007,16-06-2011,24-06-2011,84,Region Hovedstaden,Tandklinikken Holstein,161,2,,,SKS,,3
sgh,1577,01-01-2007,26-10-2010,03-11-2010,84,Region Hovedstaden,Lene Vesterager,161,2,,,SKS,,3
sgh,1578,01-09-2008,07-04-2017,30-04-2017,84,Region Hovedstaden,Amadeus Speciallægecenter,161,2,,,SKS,,3
sgh,1579,01-01-2007,07-04-2017,30-04-2017,84,Region Hovedstaden,Børne- og Ungdomspsykiatrisk Klinik v/Moltke,162,2,,,SKS,,3
sgh,1580,01-01-2007,18-12-2008,01-01-2500,84,Region Hovedstaden,Lyngby Plastikkirurgiske Klinik,161,2,,,SKS,,1
sgh,1581,01-01-2007,07-09-2009,01-01-2500,84,Region Hovedstaden,Hudklinikken i Rødovre,161,2,,,SKS,,3
sgh,1582,01-05-2009,08-10-2009,01-01-2500,84,Region Hovedstaden,Hudlægerne i Virum,161,2,,,SKS,,3
sgh,1583,01-05-2009,07-05-2009,01-01-2500,84,Region Hovedstaden,Hudklinikken på Jægersborg Alle,161,2,,,SKS,,1
sgh,1584,01-05-2009,12-05-2009,01-01-2500,84,Region Hovedstaden,Bagsværd Hudklinik,161,2,,,SKS,,1
sgh,1585,01-07-2009,26-02-2020,05-03-2020,84,Region Hovedstaden,Scandinavian Eye Surgeons,161,2,,,SKS,,3
sgh,1586,01-10-2009,05-10-2009,01-01-2500,84,Region Hovedstaden,PPclinic,162,2,,,SKS,,1
sgh,1587,01-11-2009,16-04-2010,01-01-2500,84,Region Hovedstaden,SagaNordic ApS,161,2,,,SKS,,3
sgh,1588,01-01-2000,18-12-2008,31-12-2008,84,Region Hovedstaden,"Anden rekvirent, Københavns Amt",140,9,,,SKS,,3
sgh,1589,01-06-2010,27-08-2010,04-09-2010,84,Region Hovedstaden,Privatklinikken for børn,162,2,,,SKS,,3
sgh,1590,01-06-2010,16-09-2010,01-01-2500,84,Region Hovedstaden,Privatklinikken for børn,162,2,,,SKS,,3
sgh,1591,01-10-2010,08-10-2010,01-01-2500,84,Region Hovedstaden,Hospice Søndergård,170,2,,,SKS,,1
sgh,1592,01-03-2011,07-04-2017,30-04-2017,84,Region Hovedstaden,"Gynækolog, dr. med.Suzan Lenz",161,2,,,SKS,,3
sgh,1593,01-01-2011,17-06-2014,30-06-2014,84,Region Hovedstaden,Teres Hospitalet København,161,2,,,SKS,,3
sgh,1594,01-01-2011,03-10-2019,11-10-2019,84,Region Hovedstaden,"Svedklinikken, Hidros Denmark ApS",161,2,,,SKS,,3
sgh,1595,01-04-2011,20-06-2011,01-01-2500,84,Region Hovedstaden,Uroklinik,161,2,,,SKS,,1
sgh,1596,01-08-2011,04-11-2016,30-11-2016,84,Region Hovedstaden,Øjenlægernes Lasercenter ApS,161,2,,,SKS,,3
sgh,1596,01-12-2016,04-11-2016,01-01-2500,84,Region Hovedstaden,"Øjenlægernes Center, Charlottenlund",161,2,,,SKS,,1
sgh,1597,01-06-2011,08-02-2013,28-02-2013,84,Region Hovedstaden,Bariatric Center,161,2,,,SKS,,3
sgh,1597,01-03-2013,24-08-2015,31-08-2015,84,Region Hovedstaden,Bodylift Center,161,2,,,SKS,,3
sgh,1597,01-09-2015,24-08-2015,01-01-2500,84,Region Hovedstaden,Printzlau Privathospital,161,2,,,SKS,,1
sgh,1598,01-10-2011,04-11-2011,01-01-2500,85,Region Sjælland,Neurofysiologisk Klinik - Sjælland,161,2,,,SKS,,1
sgh,1599,01-09-2011,17-11-2011,01-01-2500,84,Region Hovedstaden,KIApro Smerteklinik,163,2,,,SKS,,1
sgh,1700,01-12-2011,04-08-2015,12-08-2015,84,Region Hovedstaden,Axess Medica,162,2,,,SKS,,3
sgh,1701,01-11-2011,26-10-2017,03-11-2017,84,Region Hovedstaden,MR Scanning Parkens Privathospital,161,2,,,SKS,,3
sgh,1702,01-08-2011,23-03-2012,01-01-2500,84,Region Hovedstaden,Øjenklinikken Kastrup,161,2,,,SKS,,1
sgh,1703,01-05-2012,22-12-2016,31-12-2016,84,Region Hovedstaden,ASTRA Billeddiagnostik A/S,161,2,,,SKS,,3
sgh,1704,01-05-2012,26-02-2020,05-03-2020,84,Region Hovedstaden,Amagerbro Ryghospital ApS,161,2,,,SKS,,3
sgh,1705,01-08-2012,20-09-2012,01-01-2500,84,Region Hovedstaden,Kirurgen.dk,161,2,,,SKS,,1
sgh,1706,01-02-2013,08-02-2013,01-01-2500,84,Region Hovedstaden,Amalieklinikken,161,2,,,SKS,,1
sgh,1707,01-03-2013,17-06-2014,30-06-2014,84,Region Hovedstaden,Øjenlæge Stefan Klauber,161,2,,,SKS,,3
sgh,1708,01-03-2014,21-02-2014,01-01-2500,84,Region Hovedstaden,Kalmia A/S,162,2,,,SKS,,1
sgh,1709,01-01-2014,23-06-2014,01-07-2014,84,Region Hovedstaden,Kalmia A/S,162,2,,,SKS,,3
sgh,1710,01-10-2015,19-11-2015,01-01-2500,84,Region Hovedstaden,Scandinavian Eye Center,161,2,,,SKS,,1
sgh,1711,01-03-2016,16-03-2016,01-01-2500,84,Region Hovedstaden,Hellerup Øjenklinik,161,2,,,SKS,,1
sgh,1712,01-05-2016,26-05-2016,01-01-2500,8,Nationalt,Dansk Venecenter,161,2,,,SKS,,1
sgh,1713,01-07-2016,02-09-2020,30-09-2020,84,Region Hovedstaden,Kirurgisk Klinik Amager,161,2,,,SKS,,3
sgh,1714,01-11-2016,27-11-2016,01-01-2500,84,#REF!,Hudklinikken Panoptikon,161,2,,,SKS,,1
sgh,1715,01-12-2016,22-12-2016,01-01-2500,84,Region Hovedstaden,Hovedstadens Plastikkirurgi,161,2,,,SKS,,1
sgh,1716,01-01-2017,25-02-2017,01-01-2500,84,Region Hovedstaden,Kæbekirurgisk Aftalesygehus,161,2,,,SKS,,1
sgh,1717,01-04-2017,05-02-2024,13-02-2024,84,Region Hovedstaden,Demensudredning Danmark,163,2,,,SKS,,3
sgh,1718,01-03-2017,14-06-2017,01-01-2500,84,Region Hovedstaden,Hovedstadens Øjenklinik,161,2,,,SKS,,1
sgh,1719,01-05-2017,15-06-2017,01-01-2500,84,Region Hovedstaden,Holte Plastikkirurgi v/Mette Rostgaard Krag,161,2,,,SKS,,1
sgh,1720,01-05-2017,18-07-2017,01-01-2500,84,Region Hovedstaden,Hudkræftklinikken.dk,161,2,,,SKS,,1
sgh,1721,01-08-2017,06-10-2023,14-10-2023,84,Region Hovedstaden,Lægeklinikken i Fosgården,161,2,,,SKS,,3
sgh,1722,01-12-2017,25-01-2018,01-01-2500,84,Region Hovedstaden,K.T.Drzewiecki Plastikkirurgisk Klinik,161,2,,,SKS,,1
sgh,1723,01-02-2018,26-02-2020,05-03-2020,84,Region Hovedstaden,Smerteklinikkerne ApS,161,2,,,SKS,,3
sgh,1724,01-01-2018,23-02-2018,01-01-2500,84,Region Hovedstaden,Frederiksborggade Øjenklinik,161,2,,,SKS,,1
sgh,1725,01-02-2018,20-03-2018,01-01-2500,84,Region Hovedstaden,IN-LAB ApS,161,2,,,SKS,,1
sgh,1726,01-04-2018,26-04-2018,01-01-2500,84,Region Hovedstaden,Øjenklinik-Amager,161,2,,,SKS,,1
sgh,1727,01-03-2018,26-04-2018,01-01-2500,84,Region Hovedstaden,Dansk Speciallæge Center Aps,161,2,,,SKS,,1
sgh,1728,01-03-2018,26-04-2018,01-01-2500,84,Region Hovedstaden,Øjenlægerne på Rådhuspladsen,161,2,,,SKS,,1
sgh,1729,01-10-2017,16-01-2020,23-01-2020,84,Region Hovedstaden,Privathospital Kbh,162,2,,,SKS,,3
sgh,1729,24-01-2020,01-06-2021,09-06-2021,84,Region Hovedstaden,Gadegaard Privathospital,162,2,,,SKS,,3
sgh,1730,01-10-2018,04-12-2018,01-01-2500,84,Region Hovedstaden,Lunge- og Allergiklinikken København,161,2,,,SKS,,1
sgh,1731,11-07-2019,18-07-2019,01-01-2500,84,Region Hovedstaden,CeriXClinic Hellerup,161,2,,,SKS,,1
sgh,1732,01-09-2019,26-09-2019,01-01-2500,84,Region Hovedstaden,ABC klinik Ballerup,162,2,,,SKS,,1
sgh,1733,01-09-2019,04-06-2020,11-06-2020,84,Region Hovedstaden,Empano,163,2,,,SKS,,3
sgh,1733,12-06-2020,04-06-2020,01-01-2500,84,Region Hovedstaden,"Empano, Hyperhidroseklinikken",161,2,,,SKS,,1
sgh,1734,01-09-2019,03-09-2021,11-09-2021,84,Region Hovedstaden,ScanSleep,161,2,,,SKS,,3
sgh,1735,01-11-2019,21-11-2019,01-01-2500,84,Region Hovedstaden,AGATA Nordsjællands Privathospital,161,2,,,SKS,,1
sgh,1736,01-03-2020,09-03-2020,01-01-2500,84,Region Hovedstaden,CPH Diagnostisk Center A/S,161,2,,,SKS,,1
sgh,1737,01-06-2020,03-06-2020,01-01-2500,84,Region Hovedstaden,Copenhagen Cryo Center,161,2,,,SKS,,1
sgh,1738,01-06-2020,04-06-2020,01-01-2500,84,Region Hovedstaden,"Empano, Psykiatrisk klinik",162,2,,,SKS,,1
sgh,1739,01-07-2020,09-07-2020,01-01-2500,84,Region Hovedstaden,Adeas Parken,161,2,,,SKS,,1
sgh,1740,01-07-2020,30-07-2020,01-01-2500,84,Region Hovedstaden,Charlottenlund Privathospital,161,2,,,SKS,,1
sgh,1741,01-07-2020,31-07-2020,01-01-2500,84,Region Hovedstaden,FDC Fuglevads doctors consultation,161,2,,,SKS,,1
sgh,1742,09-06-2020,02-09-2020,01-01-2500,84,Region Hovedstaden,aCure Privathospital,161,2,,,SKS,,1
sgh,1743,01-09-2020,02-09-2020,01-01-2500,84,Region Hovedstaden,Veneklinikken v/speciallæge Lisbeth Friis Johansen,161,2,,,SKS,,1
sgh,1744,01-08-2020,02-09-2020,01-01-2500,84,Region Hovedstaden,Kirurgisk Klinik Amager,161,2,,,SKS,,1
sgh,1745,27-07-2020,17-09-2020,01-01-2500,84,Region Hovedstaden,Søernes Privathospital,161,2,,,SKS,,1
sgh,1746,01-01-2021,09-01-2021,01-01-2500,84,Region Hovedstaden,Hud- og Hyperhidroseklinikken,161,2,,,SKS,,1
sgh,1747,01-11-2022,29-11-2022,01-01-2500,84,Region Hovedstaden,Hjertediagnostik v/speciallæge i kardiologi Thomas Kjeld,161,2,,,SKS,,1
sgh,1748,01-03-2023,24-03-2023,01-01-2500,84,Region Hovedstaden,Hjertedoktoren,161,2,,,SKS,,1
sgh,1749,01-08-2023,31-08-2023,01-01-2500,84,Region Hovedstaden,Hyperhidroseklinikken,161,2,,,SKS,,1
sgh,1750,01-09-2023,29-09-2023,01-01-2500,84,Region Hovedstaden,Klinik for Nerveundersøgelser,161,2,,,SKS,,1
sgh,1751,01-11-2023,19-12-2023,01-01-2500,84,Region Hovedstaden,ATLAS Psykiatrisk Klinik København,162,2,,,SKS,,1
sgh,1752,01-11-2023,19-12-2023,01-01-2500,84,Region Hovedstaden,Hemi Klinik,161,2,,,SKS,,1
sgh,1753,11-01-2024,05-02-2024,01-01-2500,84,Region Hovedstaden,MaveTarm og Sundhed v/Alice Højer,161,2,,,SKS,,1
sgh,1754,01-03-2024,22-03-2024,01-01-2500,84,Region Hovedstaden,Viva Børne- og Undomspsykiatrisk klinik,162,2,,,SKS,,1
sgh,1755,21-03-2024,18-04-2024,01-01-2500,84,Region Hovedstaden,"Klinik for dystoni, spasticitet og anden neurologi",161,2,,,SKS,,1
sgh,1756,01-09-2024,20-09-2024,01-01-2500,84,Region Hovedstaden,Sportslægerne,161,2,,,SKS,,1
sgh,2000,01-01-1998,17-11-2006,31-12-2006,84,Region Hovedstaden,Frederiksborg Amts Sundhedsvæsen,102,1,,,SKS,,3
sgh,2000,01-01-2007,17-11-2008,01-01-2500,84,Region Hovedstaden,Hospitalerne i Nordsjælland,102,1,,,SKS,,3
sgh,2001,01-04-1976,01-04-1976,31-12-1984,84,Region Hovedstaden,"HILLERØD, FREDERIKSBORG AMTS C",102,1,,,,,
sgh,2001,01-01-1985,30-05-2000,01-06-2000,84,Region Hovedstaden,Hillerød Sygehus,102,1,,,SKS,,3
sgh,2002,01-04-1976,01-04-1976,31-12-1977,84,Region Hovedstaden,"ESBØNDERUP, FREDERIKSBORG AMTS",111,1,,,,,
sgh,2002,01-01-1978,01-01-1978,31-12-1985,84,Region Hovedstaden,"ESBØNDERUP, FREDERIKSBORG AMTS",106,1,,,,,
sgh,2002,01-01-1986,01-01-1986,31-12-1992,84,Region Hovedstaden,ESBØNDERUP SYGEHUS,111,1,,,,,
sgh,2003,01-04-1976,01-04-1976,31-12-1977,84,Region Hovedstaden,"HØRSHOLM, FREDERIKSBORG AMTS S",103,1,,,,,
sgh,2003,01-01-1978,01-01-1978,31-12-1985,84,Region Hovedstaden,"HØRSHOLM, FREDERIKSBORG AMTS S",104,1,,,,,
sgh,2003,01-01-1986,01-01-1986,31-12-1992,84,Region Hovedstaden,HØRSHOLM SYGEHUS,104,1,,,,,
sgh,2003,01-01-1993,01-01-1993,31-12-1993,84,Region Hovedstaden,HØRSHOLM SYGEHUS,104,1,,,,,
sgh,2004,01-04-1976,01-04-1976,31-12-1977,84,Region Hovedstaden,"FREDERIKSVÆRK, FREDERIKSBORG A",104,1,,,,,
sgh,2004,01-01-1978,01-01-1978,31-12-1983,84,Region Hovedstaden,"FREDERIKSVÆRK, FREDERIKSBORG A",105,1,,,,,
sgh,2005,01-04-1976,01-04-1976,31-12-1977,84,Region Hovedstaden,"FREDERIKSSUND, FREDERIKSBORG A",103,1,,,,,
sgh,2005,01-01-1978,01-01-1978,31-12-1982,84,Region Hovedstaden,"FREDERIKSSUND, FREDERIKSBORG A",104,1,,,,,
sgh,2005,01-01-1983,01-01-1983,31-12-1985,84,Region Hovedstaden,"FREDERIKSBORG AMTS SYGEHUS,VES",104,1,,,,,
sgh,2005,01-01-1986,01-01-1986,31-12-1993,84,Region Hovedstaden,"FREDERIKSSUND, FAS VEST",103,1,,,,,
sgh,2005,01-01-1994,30-05-2000,01-06-2000,84,Region Hovedstaden,Frederikssund Sygehus,103,1,,,SKS,,3
sgh,2006,01-04-1976,01-04-1976,31-12-1977,84,Region Hovedstaden,"HELSINGØR, FREDERIKSBORG AMTS",103,1,,,,,
sgh,2006,01-01-1978,01-01-1978,31-12-1985,84,Region Hovedstaden,"HELSINGØR, FREDERIKSBORG AMTS",104,1,,,,,
sgh,2006,01-01-1986,01-01-1986,31-12-1992,84,Region Hovedstaden,HELSINGØR SYGEHUS,104,1,,,,,
sgh,2006,01-01-1993,01-01-1993,31-12-1993,84,Region Hovedstaden,HELSINGØR SYGEHUS,104,1,,,,,
sgh,2007,01-04-1976,01-04-1976,31-12-1977,84,Region Hovedstaden,"HORNBÆK, FYSIURGISK HOSPITAL",111,2,,,,,
sgh,2007,01-01-1978,01-01-1978,31-12-1981,84,Region Hovedstaden,"HORNBÆK, FYSIURGISK HOSPITAL",106,2,,,,,
sgh,2008,01-04-1976,01-04-1976,31-12-1977,84,Region Hovedstaden,"HELSINGØR, MONTEBELLO NEUROSEH",124,2,,,,,
sgh,2008,01-01-1978,01-01-1978,31-12-1981,84,Region Hovedstaden,"HELSINGØR, MONTEBELLO NEUROSEH",121,2,,,,,
sgh,2008,01-01-1982,01-01-1982,31-12-1985,84,Region Hovedstaden,"HELSINGØR, FREDERIKSBORG AMTS",121,1,,,,,
sgh,2008,01-01-1986,01-01-1986,31-12-1990,84,Region Hovedstaden,"HELSINGØR, MONTEBELLO",121,1,,,,,
sgh,2009,01-04-1976,01-04-1976,31-12-1982,84,Region Hovedstaden,"BIRKERØD, FORSORGSCENTRET EBBE",420,3,,,,,
sgh,2009,01-01-1983,01-01-1983,31-12-1985,84,Region Hovedstaden,"BIRKERØD,FORSORGSC. SVANEPARKE",420,3,,,,,
sgh,2009,01-01-1986,06-05-1998,31-05-1998,84,Region Hovedstaden,"BIRKERØD,FORSORGSC.SVANEPARKEN",420,1,,,SKS,,3
